"subplot_id","species_richness","shannon_diversity","simpson_diversity","pielou_evenness","exp_shannon","inv_simpson","site","CV","CV_rf","SV","CHV","CHV_nopca","image_type","year"
"1_1",4,0.836988216785836,0.416666666666667,0.603759374819711,2.3094010767585,2.4,"NSABHC0009",0.321648927,0.406832415,0.044998905,7.12e-08,0.000444847,"unmasked",2016
"1_1",4,0.836988216785836,0.416666666666667,0.603759374819711,2.3094010767585,2.4,"NSABHC0009",0.241106598,0.301477297,0.017472864,1.42e-07,0.000301851,"masked",2016
"1_2",11,2.13219224008789,0.842105263157895,0.889193228860072,8.43333445515666,1.1875,"NSABHC0009",0.326376201,0.409687422,0.030415812,6.71e-08,0.000450834,"unmasked",2016
"1_2",11,2.13219224008789,0.842105263157895,0.889193228860072,8.43333445515666,1.1875,"NSABHC0009",0.236186624,0.295164859,0.012134152,1.25e-07,0.000290118,"masked",2016
"1_3",10,2.12020822394067,0.858024691358025,0.920794732143327,8.33287241058561,1.16546762589928,"NSABHC0009",0.320349349,0.383100555,0.026959924,5.56e-08,0.000243366,"unmasked",2016
"1_3",10,2.12020822394067,0.858024691358025,0.920794732143327,8.33287241058561,1.16546762589928,"NSABHC0009",0.224423478,0.280616547,0.009508761,9.82e-08,0.000150213,"masked",2016
"1_4",8,1.99150936135661,0.85207100591716,0.957713559837711,7.32658388348851,1.17361111111111,"NSABHC0009",0.27130168,0.326518478,0.014517338,4.39e-08,0.000293161,"unmasked",2016
"1_4",8,1.99150936135661,0.85207100591716,0.957713559837711,7.32658388348851,1.17361111111111,"NSABHC0009",0.220808484,0.275927264,0.008866412,8.78e-08,0.00019427,"masked",2016
"1_5",6,1.74897075077131,0.817777777777778,0.976119161532783,5.74868280267519,1.22282608695652,"NSABHC0009",0.300021021,0.34414103,0.024863485,5.92e-08,0.000394957,"unmasked",2016
"1_5",6,1.74897075077131,0.817777777777778,0.976119161532783,5.74868280267519,1.22282608695652,"NSABHC0009",0.247140833,0.308901765,0.014100689,1.19e-07,0.000258348,"masked",2016
"2_1",4,1.21488965394912,0.666666666666667,0.876357639489852,3.36992218619932,1.5,"NSABHC0009",0.323227258,0.41281753,0.049319754,1.04e-07,0.000901869,"unmasked",2016
"2_1",4,1.21488965394912,0.666666666666667,0.876357639489852,3.36992218619932,1.5,"NSABHC0009",0.268590698,0.335815698,0.019511386,1.8e-07,0.000528914,"masked",2016
"2_2",13,2.3328815034974,0.880658436213992,0.909523416792209,10.3076001677253,1.13551401869159,"NSABHC0009",0.32301505,0.405720351,0.023634818,5.16e-08,0.000389788,"unmasked",2016
"2_2",13,2.3328815034974,0.880658436213992,0.909523416792209,10.3076001677253,1.13551401869159,"NSABHC0009",0.227274862,0.284194329,0.009320016,9.05e-08,0.000234384,"masked",2016
"2_3",10,1.96746803510296,0.819444444444444,0.854460510966247,7.15254355285542,1.22033898305085,"NSABHC0009",0.249958708,0.2965474,0.011207198,7.07e-08,0.000552999,"unmasked",2016
"2_3",10,1.96746803510296,0.819444444444444,0.854460510966247,7.15254355285542,1.22033898305085,"NSABHC0009",0.207553293,0.259271344,0.007379271,1.31e-07,0.000313873,"masked",2016
"2_4",9,1.79326513960343,0.757201646090535,0.816150136904746,6.00904082679678,1.32065217391304,"NSABHC0009",0.193891058,0.204357314,0.006484496,2.83e-08,0.000166588,"unmasked",2016
"2_4",9,1.79326513960343,0.757201646090535,0.816150136904746,6.00904082679678,1.32065217391304,"NSABHC0009",0.179860934,0.224795526,0.005620136,5.66e-08,0.000112895,"masked",2016
"2_5",7,1.78680833998457,0.8125,0.918237844050518,5.97036664436114,1.23076923076923,"NSABHC0009",0.296644384,0.352363109,0.023246939,6.78e-08,0.00048249,"unmasked",2016
"2_5",7,1.78680833998457,0.8125,0.918237844050518,5.97036664436114,1.23076923076923,"NSABHC0009",0.245656425,0.307088424,0.014058313,1.4e-07,0.000341396,"masked",2016
"3_1",3,1.03972077083992,0.625,0.946394630357186,2.82842712474619,1.6,"NSABHC0009",0.232096671,0.280325853,0.031809383,5.59e-08,0.000402376,"unmasked",2016
"3_1",3,1.03972077083992,0.625,0.946394630357186,2.82842712474619,1.6,"NSABHC0009",0.218166756,0.27277108,0.016280593,1.06e-07,0.000275158,"masked",2016
"3_2",10,2.08312551975119,0.847645429362881,0.904689918339783,8.02952617807373,1.1797385620915,"NSABHC0009",0.246913782,0.309990941,0.012607088,4.22e-08,0.000289959,"unmasked",2016
"3_2",10,2.08312551975119,0.847645429362881,0.904689918339783,8.02952617807373,1.1797385620915,"NSABHC0009",0.195870712,0.244829587,0.007634159,9.07e-08,0.0002089,"masked",2016
"3_3",7,1.50659508813164,0.675555555555556,0.774236718413257,4.51134388530794,1.48026315789474,"NSABHC0009",0.226965058,0.266087217,0.010986008,8.24e-08,0.000617945,"unmasked",2016
"3_3",7,1.50659508813164,0.675555555555556,0.774236718413257,4.51134388530794,1.48026315789474,"NSABHC0009",0.19006601,0.23758771,0.007246283,1.35e-07,0.000300672,"masked",2016
"3_4",8,1.68185408027057,0.748299319727891,0.808800847035074,5.37551337064521,1.33636363636364,"NSABHC0009",0.231177899,0.266432911,0.010224164,9.32e-08,0.001017658,"unmasked",2016
"3_4",8,1.68185408027057,0.748299319727891,0.808800847035074,5.37551337064521,1.33636363636364,"NSABHC0009",0.186779223,0.233387657,0.006411529,1.54e-07,0.000465426,"masked",2016
"3_5",5,1.42706104338072,0.716049382716049,0.886682880001534,4.16643620529281,1.39655172413793,"NSABHC0009",0.247204576,0.291721099,0.015562823,4.28e-08,0.000269981,"unmasked",2016
"3_5",5,1.42706104338072,0.716049382716049,0.886682880001534,4.16643620529281,1.39655172413793,"NSABHC0009",0.219492495,0.274313866,0.011448592,8.77e-08,0.000190101,"masked",2016
"4_1",6,1.66746193342929,0.78125,0.930628224416578,5.29870225712421,1.28,"NSABHC0009",0.282894242,0.339751341,0.027567543,9.28e-08,0.000690635,"unmasked",2016
"4_1",6,1.66746193342929,0.78125,0.930628224416578,5.29870225712421,1.28,"NSABHC0009",0.236293795,0.295367676,0.01316299,1.44e-07,0.000322581,"masked",2016
"4_2",5,1.49417513828931,0.75,0.928383211769586,4.45565973351251,1.33333333333333,"NSABHC0009",0.331064398,0.384156704,0.025283573,4.07e-08,0.000261254,"unmasked",2016
